*****************************************************,,,,,,,,,,,,,,,,,,,,,
"    CtCdIdsAgent PID: 356408 TID: 1;""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a""",,,,,,,,,,,,,,,,,,,,,
    RCtApIdsAgentMain PID: 356408 TID: 2;0,0421;0,0921;0,0648;315;0;0;0;315;0;0;0;315;0,168;0,368;0,259;315;0;0;0;315;1600;31800;6339;315;1600;31800;6339;315;67200;243200;96220;315;71600;249000;102559;315;49754400;49978200;49897423;314;84200;184200;129540;315;49715800;49935000;49843897;314;49923400;50053200;49999966;314;49865400;50110000;49999959;314;6000;175000;26557;315;10,529;99,788;99,405;315;0,012;0,35;0,"053;315;""n/a""",,,,,,,,,
CtCdIdsSensorMac PID: 360505,,,,,,,,,,,,,,,,,,,,,
"    CtCdIdsSensorMac PID: 360505 TID: 1;""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a""",,,,,,,,,,,,,,,,,,,,,
    RCtCdIdsSensorMacMain PID: 360505 TID: 2;0;0,0963;0,0173;312;0;0;0;312;0;0;0;312;0;0,385;0,069;312;0;0;0;312;2000;22200;6787;78;2000;22200;6787;78;80000;135200;103351;78;85000;144600;110138;78;199837200;199958400;199889722;77;97200;192600;138623;78;199759000;199911400;199827807;77;199953800;200060200;199999836;77;199935400;200080600;199999818;77;23200;56800;33287;78;28,926;100;99,687;312;0;0,114;0,"017;312;""n/a""",,,,,,,,,,,,,
CtCdLCSS_PH00 PID: 417852,,,,,,,,,,,,,,,,,,,,,
"    CtCdLCSS_PH00 PID: 417852 TID: 1;""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a""",,,,,,,,,,,,,,,,,,,,,
    RLCSS_PH00 PID: 417852 TID: 2;0;0,1482;0,0457;314;0;0;0;314;0;0;0;314;0;0,593;0,183;314;0;0;0;314;36000;98200;49371;157;36000;1112400;222503;157;60600;1120600;264296;157;97000;1601600;486800;157;85681600;112634600;99510994;156;1800;239800;60337;476;85326200;112564600;99364741;156;87251800;112770000;99999925;156;86215800;113751800;99999992;156;6800;694000;27579;157;64,823;100;99,257;314;0;3,442;0,"445;314;""n/a""",,,,,,,,,,,,,
CtCdMiddlewareQM_PH00 PID: 446500,,,,,,,,,,,,,,,,,,,,,
"    CtCdMiddlewareQM_PH00 PID: 446500 TID: 1;""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a""",,,,,,,,,,,,,,,,,,,,,
    R_PH00_MiddlewareQM_0 PID: 446500 TID: 2;0;0,1181;0,0198;312;0;0;0;312;0;0;0;312;0;0,472;0,079;312;0;0;0;312;52000;119800;63903;79;112600;570000;177931;79;59800;107600;76367;79;175200;665800;254298;79;199284200;199845800;199745269;78;8000;173400;52698;237;14400;199821200;66033660;236;199947800;200046400;199999835;78;199918200;200074200;199999600;78;5600;151800;16115;237;83,33;100;99,845;312;0;0,461;0,"024;312;""n/a""",,,,,,,,,,,,,
    R_PH00_MiddlewareQM_1 PID: 446500 TID: 3;0;0,1253;0,0208;312;0;0;0;312;0;0;0;312;0;0,501;0,083;312;0;0;0;312;51200;111400;69951;79;100400;502000;182551;79;59000;118200;79845;79;159400;600200;262397;79;199380800;199852200;199737046;78;7400;168400;55471;237;11600;199828000;66026211;236;199954400;200048600;199999710;78;199910800;200088200;199999769;78;4000;299600;20786;237;63,395;100;99,77;312;0;0,671;0,"031;312;""n/a""",,,,,,,,,,,,,
    R_PH00_MiddlewareQM_10 PID: 446500 TID: 4;0;0,1183;0,0199;314;0;0;0;314;0;0;0;314;0;0,473;0,079;314;0;0;0;314;49800;102200;64764;79;112600;503000;162693;79;59200;108400;72898;79;174800;605200;235592;79;199388600;199860600;199768497;78;7600;159600;52631;237;15000;199842200;66037854;236;199953200;200063400;200000125;78;199913000;200077000;200000476;78;5800;210600;13588;237;83,438;100;99,849;314;0;0,484;0,"021;314;""n/a""",,,,,,,,,,,,,
    R_PH00_MiddlewareQM_11 PID: 446500 TID: 5;0;0,1394;0,0234;314;0;0;0;314;0;0;0;314;0;0,558;0,094;314;0;0;0;314;53400;122000;78225;79;102400;554000;216167;79;54600;107000;81503;79;162400;648400;297670;79;199339000;199906400;199701592;78;7600;155800;62112;237;11200;199880800;66013451;236;199952200;200092200;199999874;78;199916600;200121600;200000084;78;5800;273200;26989;237;63,076;100;99,75;314;0;0,603;0,"041;314;""n/a""",,,,,,,,,,,,,
    R_PH00_MiddlewareQM_12 PID: 446500 TID: 6;0;0,1171;0,0222;314;0;0;0;314;0;0;0;314;0;0,468;0,089;314;0;0;0;314;55800;116400;72544;79;124800;522400;237837;79;62600;114200;82579;79;188400;632600;320417;79;199369200;199854000;199681379;78;8200;148600;58877;237;12200;199818400;66015205;236;199945400;200053400;199999830;78;199938600;200069800;199999994;78;5600;222800;29438;237;43,42;100;99,688;314;0;0,527;0,"044;314;""n/a""",,,,,,,,,,,,,
    R_PH00_MiddlewareQM_13 PID: 446500 TID: 7;0;0,1204;0,0209;314;0;0;0;314;0;0;0;314;0;0,482;0,084;314;0;0;0;314;51600;100400;69539;79;100600;385200;182951;79;61000;137200;76496;79;165000;464400;259448;79;199493800;199858600;199742015;78;7000;153600;55508;237;11200;199816800;66025715;236;199950400;200051200;199999861;78;199925000;200083000;200000407;78;4400;170200;21891;237;23,412;100;99,641;314;0;0,394;0,"033;314;""n/a""",,,,,,,,,,,,,
    R_PH00_MiddlewareQM_14 PID: 446500 TID: 8;0;0,1075;0,0205;314;0;0;0;314;0;0;0;314;0;0,43;0,082;314;0;0;0;314;55000;109600;67324;79;110400;475200;196045;79;57800;111600;77455;79;168200;553200;273501;79;199433000;199881200;199728987;78;7400;156800;54237;237;12600;199855600;66029494;236;199923800;200066000;199999828;78;199910000;200075800;200000102;78;4200;217400;19795;237;3,442;100;99,582;314;0;0,565;0,"03;314;""n/a""",,,,,,,,,,,,,
    R_PH00_MiddlewareQM_15 PID: 446500 TID: 9;0;0,1392;0,0231;313;0;0;0;313;0;0;0;313;0;0,557;0,092;313;0;0;0;313;50000;133200;76430;79;103000;385200;188529;79;59000;105400;74478;79;172000;462400;263007;79;199545200;199860800;199736920;78;7200;172200;60889;237;11600;199813000;66022716;236;199923400;200056600;199999858;78;199892200;200079600;199999905;78;5800;193000;19035;237;83,399;100;99,827;313;0;0,509;0,"029;313;""n/a""",,,,,,,,,,,,,
    R_PH00_MiddlewareQM_16 PID: 446500 TID: 10;0;0,1185;0,0212;313;0;0;0;313;0;0;0;313;0;0,474;0,085;313;0;0;0;313;55200;122400;71691;79;114600;537400;175483;79;60800;114800;77577;79;176200;626000;253060;79;199356600;199839200;199745930;78;8000;149400;55952;237;12000;199797400;66031684;236;199957000;200053600;199999484;78;199920400;200069600;199999074;78;5400;86000;14610;237;63,358;100;99,778;313;0;0,226;0,"022;313;""n/a""",,,,,,,,,,,,,
    R_PH00_MiddlewareQM_17 PID: 446500 TID: 11;0;0,1179;0,0232;313;0;0;0;313;0;0;0;313;0;0,472;0,093;313;0;0;0;313;51200;116200;74559;79;107600;363600;184113;79;57200;121800;81129;79;171200;456800;265243;79;199561200;199861200;199736156;78;7600;166200;61216;237;11800;199822600;66024879;236;199933800;200056200;200000030;78;199921400;200086400;199999823;78;5800;128000;17024;237;43,299;100;99,702;313;0;0,331;0,"026;313;""n/a""",,,,,,,,,,,,,
    R_PH00_MiddlewareQM_18 PID: 446500 TID: 12;0;0,1165;0,0206;313;0;0;0;313;0;0;0;313;0;0,466;0,082;313;0;0;0;313;53400;112800;68222;79;111200;557400;205154;79;59600;114400;76468;79;172000;662400;281622;79;199308000;199847600;199717597;78;7800;149600;54378;237;13800;199823400;66030867;236;199950000;200060400;199999656;78;199922800;200067800;199999523;78;5800;195800;17334;237;22,932;100;99,648;313;0;0,489;0,"026;313;""n/a""",,,,,,,,,,,,,
    R_PH00_MiddlewareQM_19 PID: 446500 TID: 13;0;0,1227;0,0223;313;0;0;0;313;0;0;0;313;0;0,491;0,089;313;0;0;0;313;51000;123600;71574;79;96800;342000;168779;79;53400;107800;70554;79;161600;432600;239334;79;199525200;199856200;199760692;78;6600;182200;58948;237;11200;199805800;66028300;236;199946000;200045000;199999802;78;199920600;200073600;199999674;78;5600;129000;15276;237;3,101;100;99,58;313;0;0,338;0,"023;313;""n/a""",,,,,,,,,,,,,
    R_PH00_MiddlewareQM_2 PID: 446500 TID: 14;0;0,1128;0,0222;312;0;0;0;312;0;0;0;312;0;0,451;0,089;312;0;0;0;312;51600;107800;72261;78;119600;685600;247848;78;59400;110600;83744;79;195000;761000;331689;78;199246000;199835200;199668046;78;8200;151400;59266;236;12200;199797000;66012268;236;199952600;200053600;199999735;78;199944800;200068200;199999687;78;6000;498000;30888;236;42,975;100;99,685;312;0;1,041;0,"047;312;""n/a""",,,,,,,,,,,,,
    R_PH00_MiddlewareQM_3 PID: 446500 TID: 15;0;0,1293;0,0217;312;0;0;0;312;0;0;0;312;0;0,517;0,087;312;0;0;0;312;51000;111000;69515;78;102600;424200;188500;78;54800;117000;77007;78;157600;536600;265507;78;199496600;199851800;199733851;77;7200;143400;57969;234;11200;199827800;66017008;233;199954200;200073800;200000116;77;199900400;200101800;200000135;77;5600;173200;20129;234;23,522;100;99,639;312;0;0,472;0,"03;312;""n/a""",,,,,,,,,,,,,
    R_PH00_MiddlewareQM_4 PID: 446500 TID: 16;0;0,1186;0,0211;312;0;0;0;312;0;0;0;312;0;0,474;0,085;312;0;0;0;312;54800;123800;70679;78;108800;416600;202305;78;59200;102800;79812;78;172200;516800;282117;78;199489000;199853800;199718446;77;7800;136200;56338;234;11400;199827000;66017756;233;199956200;200092600;200000215;77;199939400;200095400;200000428;77;4400;247600;21576;234;3,435;100;99,575;312;0;0,564;0,"032;312;""n/a""",,,,,,,,,,,,,
    R_PH00_MiddlewareQM_5 PID: 446500 TID: 17;0;0,1091;0,0199;315;0;0;0;315;0;0;0;315;0;0,436;0,08;315;0;0;0;315;54400;108400;67498;79;115200;468200;172458;79;62400;115200;77678;79;185600;559800;250136;79;199388400;199875200;199749461;78;7800;145400;52902;237;12200;199850200;66033094;236;199936600;200073000;199999782;78;199903000;200109600;199999548;78;4400;130600;16410;237;83,463;100;99,844;315;0;0,298;0,"025;315;""n/a""",,,,,,,,,,,,,
    R_PH00_MiddlewareQM_6 PID: 446500 TID: 18;0;0,1325;0,0206;315;0;0;0;315;0;0;0;315;0;0,53;0,082;315;0;0;0;315;51800;125200;68278;79;109400;463000;168987;79;61400;128600;75941;79;174000;568000;244929;79;199396800;199870400;199754984;78;7400;170800;54785;237;12000;199840000;66035152;236;199961000;200055200;200000007;78;199924800;200075200;200000012;78;5000;47600;12662;237;63,44;100;99,784;315;0;0,173;0,"019;315;""n/a""",,,,,,,,,,,,,
    R_PH00_MiddlewareQM_7 PID: 446500 TID: 19;0;0,1259;0,0252;315;0;0;0;315;0;0;0;315;0;0,504;0,101;315;0;0;0;315;51200;137200;82936;79;104400;496000;219683;79;51200;114400;75630;79;156800;602400;295313;79;199395000;199861000;199703846;78;7600;183400;66878;237;11200;199826800;66015592;236;199954200;200051200;199999579;78;199927400;200081800;199999628;78;6000;207000;20159;237;43,372;100;99,691;315;0;0,456;0,"03;315;""n/a""",,,,,,,,,,,,,
    R_PH00_MiddlewareQM_8 PID: 446500 TID: 20;0;0,1187;0,0207;315;0;0;0;315;0;0;0;315;0;0,475;0,083;315;0;0;0;315;53200;115400;69468;79;111400;622600;203972;79;60000;110000;76407;79;177400;716400;280379;79;199248400;199842600;199718882;78;8000;157000;55106;237;13400;199814800;66029536;236;199927400;200056800;199999671;78;199923800;200079800;199999738;78;4800;149800;17764;237;23,492;100;99,649;315;0;0,526;0,"027;315;""n/a""",,,,,,,,,,,,,
    R_PH00_MiddlewareQM_9 PID: 446500 TID: 21;0;0,1108;0,0204;315;0;0;0;315;0;0;0;315;0;0,443;0,082;315;0;0;0;315;55600;105000;68594;79;100800;403200;158554;79;60400;130400;74015;79;162600;510400;232569;79;199458400;199871800;199767825;78;7200;155600;54308;237;11200;199847200;66035400;236;199946200;200085600;199999930;78;199916200;200088000;200000076;78;5600;89800;12965;237;3,372;100;99,594;315;0;0,24;0,"02;315;""n/a""",,,,,,,,,,,,,
devc-pty PID: 10,,,,,,,,,,,,,,,,,,,,,
"    devc-pty PID: 10 TID: 1;""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a""",,,,,,,,,,,,,,,,,,,,,
devc-serlinflexd PID: 2,,,,,,,,,,,,,,,,,,,,,
    devc-serlinflexd PID: 2 TID: 1;4,9175;14,147;6,8493;315;6,786;17,047;9,376;315;0,701;6,454;2,345;315;2,922;13,769;6,098;315;4,194;28,558;9,"577;315;""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";0;422600;27403;157707;3400;133800;70314;142965;""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";0;1182800;5613;142965;33",021;73,484;63,712;315;5,729;13,835;8,"62;315;""n/a"""
"    devc-serlinflexd PID: 2 TID: 2;""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a""",,,,,,,,,,,,,,,,,,,,,
dumper PID: 196622,,,,,,,,,,,,,,,,,,,,,
"    dumper PID: 196622 TID: 1;""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a""",,,,,,,,,,,,,,,,,,,,,
exec-daemon PID: 274450,,,,,,,,,,,,,,,,,,,,,
    exec-daemon PID: 274450 TID: 1;0;0,1188;0,0022;308;0;0,14;0,002;308;0;0;0;308;0;0,126;0,001;308;0;0,475;0,"005;308;""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";3000;149400;37329;37;14000;1200157600;496472324;29;""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";3000;264800;29540;30;66",434;100;99,878;308;0;0,749;0,"006;308;""n/a""",,,,,,,,,
io-pkt main PID: 4109,,,,,,,,,,,,,,,,,,,,,
"    FCI WORKER PID: 4109 TID: 7;""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a""",,,,,,,,,,,,,,,,,,,,,
    Global polling thread PID: 4109 TID: 6;0;0,2714;0,0131;306;0;1,083;0,017;306;0;0,965;0,005;306;0;0,947;0,009;306;0;1,064;0,"022;306;""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";2400;491400;117723;68;1000036800;1000992800;1000479613;15;""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";0;202200;47426;15;0",476;100;99,604;306;0;2,907;0,"021;305;""n/a""",,,,,,,
"    io-pkt main PID: 4109 TID: 1;""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a""",,,,,,,,,,,,,,,,,,,,,
"    io-pkt#0x07 PID: 4109 TID: 9;""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a""",,,,,,,,,,,,,,,,,,,,,
"    io-pkt#0x0a PID: 4109 TID: 12;""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a""",,,,,,,,,,,,,,,,,,,,,
    io-pkt#0x0d PID: 4109 TID: 15;0,6858;1,3869;0,9555;315;0,027;1,729;0,757;315;0;1,291;0,361;315;0,163;2,312;1,021;315;0,74;3,335;1,"683;315;""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";0;318000;44694;13489;4600;11198600;1664371;8926;""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";0;1346800;18422;8927;88",206;96,216;94,172;315;0,628;6,116;1,"942;315;""n/a""",
"    PFE BMU IRQ Worker PID: 4109 TID: 4;""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a""",,,,,,,,,,,,,,,,,,,,,
    PFE DRV Worker PID: 4109 TID: 3;0;0,0138;0,0004;310;0;0;0;310;0;0;0;310;0;0,054;0,001;310;0;0,"055;0;310;""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";2000;27600;13035;17;999930400;999990200;999968773;15;""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";7200;55800;15987;16;95",397;100;99,982;310;0;0,112;0,"002;310;""n/a""",,,,,,,,,,,,
"    PFE HIF0 IRQ Worker PID: 4109 TID: 10;""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a"";""n/a""",,,,,,,,,,,,,,,,,,,,,
